,darga,etnakhta,gadol,geresh,gereshmukdam,gershayim,kadma,karnepara,katan,mapakh,merkha,merkhakfula,munakh,pashta,pazer,revii,segol,shalshelet,sofpasuk,telishagedola,telishaketana,tevir,tipkha,tsinnorit,yerakhbenyomo,yetiv,zarka
merkha,0.0627737290199139,0.46094571085028707,-0.34028540041083855,0.4585299742197827,-0.2433847059175922,0.5109758863643932,0.40706906076416016,-0.2221174855140888,0.6824092263437492,0.7311297346052413,1.0,-0.18038516657626302,0.732408157705421,0.732440414572186,0.30212225962724837,0.5425600095510579,0.010172227938588617,0.018891915747449785,-0.21922509744712687,0.1366502364978533,0.47317114324592313,0.25153459000695844,0.42403978335284215,0.13224187617854985,-0.2221174855140888,-0.06921608034669961,0.019489872401643713
merkhakfula,-0.14845620656276257,-0.08497339009615441,-0.013750273775639858,0.04032988065697124,0.046999427183352885,-0.07993097350279472,-0.06500886935691295,0.22712464775576433,-0.07689223250601201,0.0022824820091202815,-0.18038516657626302,1.0,-0.14659428270320116,-0.03690407020167729,0.04771319656960766,-0.07967809356810608,0.23126776490781178,0.1335394807987652,0.2243650064611996,-0.029670403750523593,-0.17246254779624043,0.0629055073501214,-0.021909717548960886,-0.127807267880523,0.22712464775576433,-0.1372787501072374,0.23767002882947924
munakh,0.2874294485434947,0.20242774607907804,-0.5143852425547959,0.5982170876157117,-0.1296038953565364,0.7327964981900557,0.669585857237768,-0.09598528068912983,0.770270862298752,0.7625298222317967,0.732408157705421,-0.14659428270320116,1.0,0.8341029455069209,0.619811799727599,0.8586861842635879,0.4346541007966462,-0.22067559772877565,-0.42400800496237123,0.2732498796022871,0.7413626201288637,0.4037521501061723,0.14482160055092705,0.19226853624822568,-0.09598528068912983,0.3454930423480946,0.4244424947851934
pashta,0.11279352407100779,0.5101468922836272,-0.210675979038855,0.5917164885609777,-0.05518656229032636,0.46392654643077086,0.5062162433841366,-0.22555072168185283,0.9530276203796185,0.90513188806218,0.732440414572186,-0.03690407020167729,0.8341029455069209,1.0,0.39659673042760263,0.7962476777765296,0.18286278093786718,0.05297673207652985,-0.1745110761426732,0.143502407380358,0.548900266773643,0.28031795338052357,0.45752247367743454,0.3108152970097382,-0.22555072168185283,0.19562612200963847,0.1632198383704656
pazer,0.5499097376792744,-0.09586749586625222,-0.4987227197128342,0.6903244880881121,0.19929778287623245,0.7085689109330456,0.7675304720719633,0.1220114495670291,0.23474133043515066,0.2429257126089824,0.30212225962724837,0.04771319656960766,0.619811799727599,0.39659673042760263,1.0,0.5900137751601361,0.5790994734433229,-0.5366226212183364,-0.29376276253335876,0.5524202693287272,0.8351693496759983,0.6374516515753819,-0.1250459947124409,0.25923986413888966,0.1220114495670291,0.4412455465321271,0.5493375095424334
revii,0.33519438410266233,0.0769407105432475,-0.3719139907788185,0.7389279224261064,-0.18394644627218926,0.7195899483920554,0.706621859771981,0.06902765024244809,0.7430862580448295,0.5970060552800074,0.5425600095510579,-0.07967809356810608,0.8586861842635879,0.7962476777765296,0.5900137751601361,1.0,0.36029696148382495,-0.17741730227861566,-0.30704378257297454,0.3674057626519473,0.7402325635931372,0.3743574318730972,-0.004120497024159649,0.05831370443576549,0.06902765024244809,0.3688249471459594,0.3454410287037349
segol,0.13277492814401995,-0.4806424540201279,-0.3832440883800474,0.23418661369256524,0.09684614295301841,0.5888511201345615,0.43553416221048524,-0.07718083041359858,0.01597755023580964,0.22762976915154648,0.010172227938588617,0.23126776490781178,0.4346541007966462,0.18286278093786718,0.5790994734433229,0.36029696148382495,1.0,-0.4076489868527643,-0.4559399938277009,0.1444994353516507,0.3810818902925088,0.38737477895164846,-0.4627721360988083,0.0051754955609759545,-0.07718083041359858,0.30460326135771965,0.996402614702726
shalshelet,-0.17153852045267406,0.26887856847655023,0.2971529724503083,-0.19402545056763926,0.13031491715321364,-0.3650853347357202,-0.2934998739179461,-0.19428188249238668,0.10733654683501051,0.06851661903422211,0.018891915747449785,0.1335394807987652,-0.22067559772877565,0.05297673207652985,-0.5366226212183364,-0.17741730227861566,-0.4076489868527643,1.0,0.486873774526965,-0.017212652714654244,-0.4184693787238271,-0.19084789600308674,0.25957809948252064,-0.05371893337922074,-0.19428188249238668,-0.542541047550215,-0.3998191796831072
sofpasuk,-0.06954453158059214,0.29596530877259014,0.5485384485122282,-0.146823260243433,0.2083080546475484,-0.3392178801871404,-0.3254015941468918,0.02892056951481829,-0.13427352369420678,-0.3225641255936067,-0.21922509744712687,0.2243650064611996,-0.42400800496237123,-0.1745110761426732,-0.29376276253335876,-0.30704378257297454,-0.4559399938277009,0.486873774526965,1.0,0.05870940792693965,-0.3304397701574872,-0.19385493563489942,0.31692764929966694,0.14015304709102525,0.02892056951481829,-0.40139980063962666,-0.4735407805510774
telishagedola,0.7521639708179612,-0.08628204802061824,-0.42540112678063985,0.7471899574878411,0.3872098278311935,0.43935861521212727,0.7622028787961456,0.21697363046808285,-0.024488725221654024,-0.09451735803530632,0.1366502364978533,-0.029670403750523593,0.2732498796022871,0.143502407380358,0.5524202693287272,0.3674057626519473,0.1444994353516507,-0.017212652714654244,0.05870940792693965,1.0,0.6735153314723383,0.7080976711036522,-0.15263983608451806,0.1255441578613879,0.21697363046808285,0.19452015929887717,0.11938788757561344
telishaketana,0.6830754018548689,0.08565954479883214,-0.49226622597094466,0.8378018271688935,0.08920715000850513,0.7356719940169816,0.9264747418689536,0.1689652864517199,0.3951132180293855,0.34893223281279945,0.47317114324592313,-0.17246254779624043,0.7413626201288637,0.548900266773643,0.8351693496759983,0.7402325635931372,0.3810818902925088,-0.4184693787238271,-0.3304397701574872,0.6735153314723383,1.0,0.6649367928755171,0.01672049574582957,0.19700593826542123,0.1689652864517199,0.423870750977309,0.3590606378211025
tevir,0.8021333726831403,0.12297577490612815,-0.4007338474544001,0.7294651456144954,0.5004989532766476,0.40965837497189755,0.7444733370993815,0.21406514878284635,0.10545626729348791,0.14227738121520384,0.25153459000695844,0.0629055073501214,0.4037521501061723,0.28031795338052357,0.6374516515753819,0.3743574318730972,0.38737477895164846,-0.19084789600308674,-0.19385493563489942,0.7080976711036522,0.6649367928755171,1.0,0.08665526815692473,0.23892447586927096,0.21406514878284635,0.38256776488260896,0.36891867257956446
tipkha,0.028643137257332762,0.986485581553246,0.3639690094656668,0.09911122077118492,0.12667326876723686,-0.2645676602759777,-0.08098085352418082,-0.056841480616402144,0.5250417337748031,0.45392417213576425,0.42403978335284215,-0.021909717548960886,0.14482160055092705,0.45752247367743454,-0.1250459947124409,-0.004120497024159649,-0.4627721360988083,0.25957809948252064,0.31692764929966694,-0.15263983608451806,0.01672049574582957,0.08665526815692473,1.0,0.4409209896262056,-0.056841480616402144,-0.01448171209374408,-0.47510831890835287
tsinnorit,0.14103950043195218,0.45183477011981454,0.003092750388470179,0.21592540183447476,0.4368009522776215,-0.008729878023612457,0.12754546079910742,-0.3430033770420943,0.28023921251371403,0.27602484112945797,0.13224187617854985,-0.127807267880523,0.19226853624822568,0.3108152970097382,0.25923986413888966,0.05831370443576549,0.0051754955609759545,-0.05371893337922074,0.14015304709102525,0.1255441578613879,0.19700593826542123,0.23892447586927096,0.4409209896262056,1.0,-0.3430033770420943,0.2599873240516,-0.06653522109067703
yerakhbenyomo,0.39346710285259406,-0.05186241962382112,0.059721224054352734,0.1526289021762625,-0.10300782859497715,0.00815922665175648,0.13832792596122215,1.0,-0.19777649380317455,-0.36112085730638877,-0.2221174855140888,0.22712464775576433,-0.09598528068912983,-0.22555072168185283,0.1220114495670291,0.06902765024244809,-0.07718083041359858,-0.19428188249238668,0.02892056951481829,0.21697363046808285,0.1689652864517199,0.21406514878284635,-0.056841480616402144,-0.3430033770420943,1.0,0.23874144310665185,-0.06057215879073887
yetiv,0.2906830996042525,0.024847537677327468,-0.3169578711643739,0.3694463585044651,0.17342446607608722,0.1961944875817069,0.3610035245989934,0.23874144310665185,0.21349092343804418,0.13439584546938815,-0.06921608034669961,-0.1372787501072374,0.3454930423480946,0.19562612200963847,0.4412455465321271,0.3688249471459594,0.30460326135771965,-0.542541047550215,-0.40139980063962666,0.19452015929887717,0.423870750977309,0.38256776488260896,-0.01448171209374408,0.2599873240516,0.23874144310665185,1.0,0.2807425407576353
zarka,0.1140042767836483,-0.49585617326375603,-0.38251523975562435,0.2077581104164203,0.05556271928855965,0.5851099068289259,0.4184555500246608,-0.06057215879073887,0.0011610183062334394,0.22254985038723799,0.019489872401643713,0.23767002882947924,0.4244424947851934,0.1632198383704656,0.5493375095424334,0.3454410287037349,0.996402614702726,-0.3998191796831072,-0.4735407805510774,0.11938788757561344,0.3590606378211025,0.36891867257956446,-0.47510831890835287,-0.06653522109067703,-0.06057215879073887,0.2807425407576353,1.0
